Artist,Total Streams
Redimi2,182068
Rednex,34421
Redone Berhil,9350
Redrama,153821
Reem,981315
Reese Lansangan,247184
Refew,239255
Regard,851818294
Regev Hod,3029
Reggaetones,1059
Regi,4407288
Regula,219090
Reigani,2379
Reign,3199
Reijo Taipale,9358
Reik,703326059
Rein Alexander,87373
Reino Nordin,20673576
Rekami,52431
Reket,1473685
Rekishi,37839
Rels B,85380626
Remady & Manu-L,26558
Remedee,3750859
Remioromen,2097000
Remix,4621
Remmy Valenzuela,2358414
Remy Cooper,1767
Ren Ran,509753
Renaida,2040474
Rendy Pandugo,84127
Rene Alonso Y Su Banda Lasser,7909
Rene Karst,902535
Rene Liu,3895
Reneé Dominique,12607586
Rengin,17745
Renne Dang,5346360
Renz,3416
Renza Castelli,204775
Replikas,8145
Republic,4517
Residente,50594381
Ressu Redford,470591
Rest,1345962
Resul Dindar,24217
Reto,21022021
Retro,42002
Retroll Hip Hop 重操嘻哈,12467
Returning Visitors,56764
Rex Orange County,46830511
Reykon,78938462
Reyli Barba,30608452
Reyn,1004068
Reynmen,132616139
Reza Artamevia,14861185
Rhye,34217
Rhymastic,1989229
Rhys,6467650
Rhys Lewis,234503
Ricardo Arjona,4095859
Ricardo Marinello,21547
Ricardo Montaner,3525528
Ricardo y Alberto,35246
Riccardo,345085
Riccie Oriach,304922
Rich Brian,41549227
Rich Homie Quan,4287
Rich The Kid,762457242
Richard Farum,1092
Richello,19853
Richie Campbell,4614469
Richie Jen,21983
Richie Ray & Bobby Cruz,20009
Rick Astley,32849
Rick Ross,36025005
Rick Springfield,1360675
Rick Van Regteren,10028
RickSpencer,15382
Ricky Breaker,4768
Ricky Hsiao,363175
Ricky Martin,137257245
Ricky Rich,972419
Rico,68072
Ricus Nel,344122
Rida Radar,160636
Riffi,2128329
Riga Reggae,1430
Rigormortiz,2737
Rihanna,170471835
Riky Rick,5660
Rilès,4057044
Rim'K,10562390
Rima Zeidan,29466
Rina,2698
Rina Sawayama,8637
Ringnes-Ronny,37065992
Rino Gaetano,384774
Rin音,3116981
Rio Febrian,4548705
Rise Against,11304
Rita Ora,736209506
Rita Pavone,604440
Riterika,5630
Riton,35156
Ritviz,27215997
River Tyne,112216
Rivermaya,8561141
Rixon,5850
Rixton,62937
Rizky Febian,30292381
Rjóminn,128528
Rkomi,112784529
Road,3589
Road Of Major,393649
Roan,139706
Roan Ash,1473
Rob $tone,52777461
Rob Dekay,46584
Rob Nunes,12727999
Rob Zombie,36183
RobGz,2452476
Robbie Williams,4118685
Rober Hatemo,231540
Robert Broberg,125052
Robert Falcon,210597
Robert Philip,11756
Roberta Campos,1903570
Roberto Torres,4176
Roberts Gobziņš,1742
Robin,2740015
Robin Bengtsson,11326159
Robin Packalen,3340515
Robin S,107012
Robin Schulz,267341841
Robin Stjernberg,70315
Robin Thicke,18890
Robin Von Locksley,9224
Robin Zoot,535846
Robin og Bugge,15237
Robinson,14148204
Robyn,9234078
Robynn & Kendy,4829
Roc Boyz,1173198
Rocazino,3965829
Rocco Hunt,110592709
Rochelle,21204
Rochi Errede,53525
Rochy RD,1584941
Rocka Sockorna,21282
Rockwell,2226628
Rocío Dúrcal,503874
Rod Stewart,2554705
Rod Wave,55591131
Roddy Ricch,1999599658
Rodolfo Aicardi,693342
Rodolfo Bueso,12768
Rodrigo,5849989
Rodrigo Marim,534200
Rodrigo Tapari,1422337
Rodríguez,18181
Roger Pontare,670702
Roger Sanchez,53886
Roger Waters,30321
Rohff,2612270
Roi Méndez,4331767
Roko,2490
Roksana Węgiel,1634432
Rolandz,2498865
Rolf Sanchez,3165791
Rolf Zuckowski,7659869
Roma Vander,13048
Rombai,72313806
Romeo Santos,36408589
Romey,1090
Romstar Vyškov,1559
Romu,87773
Roméo Elvis,62704285
Ron,89487
RonTurner,66485
Ronald Cheng,2306130
Ronan Keating,5546752
Ronghao Li,30822080
Roni Dalumi,61092
Ronja Mariela,167968
Ronnie Drew,74319
Ronnie Ferrari,20428181
Ronnie Flex,21457566
Ronny & Ragge,117359
Ronny J,242032
Roo Panes,261448
Rooftop,318705
Room 39,11820309
Roope Salminen & Koirat,11560706
Rooz,17996852
Rosa Chemical,1414286
Rosalba,446108
Rosana,229682
Rose Liu,316317
Rose Sirintip,2852
Rosemaria,53181
Roshelle,802240
Rosi,14875
Rossa,31328378
Rossy War y Su Banda Kaliente,13391
Rota,190601
Rotem Cohen,1784787
Rotlaus,16676066
Rouge,609950
Rowen Reecks,5825
Roxana,14600
Roxeanne Hazes,26712
Roxen,470134
Roxette,1057084
Roxie,19285
Roy Orbison,118969
Roy Woods,1056064
Royal Blood,126685
Rozalén,4805307
Rozh,4080175
Rozz Kalliope,1527977
RubberBand,2745540
Rube Claws,356789
Ruben,56925077
Ruben Annink,227832
Ruby Fields,382870
Rubén Blades,124443
Ruchama Raz,3610
Rude-α,331659
Rudimental,796906661
Ruel,45873318
Ruffedge,9815
Rufo El Travieso,1478
Rui Orlando,405337
Ruj Suparuj,49395
Rukhsana Merrise,45175
Ruma,214863
Run The Jewels,6435
Run–D.M.C.,974137
Rush,268978
Ruslana,3186
Russ,202986781
Russ Millions,17592524
Russ Nonz,3311
Russell Dickerson,17566081
Rusted Root,367171
Ruth B.,3931372
Ruth Kueo,66170
Ruth Reginalds,196524
RuthAnne,39233
Ruudolf,1014421
Ruusut,769499
Rvfv,54054737
Rvssian,1316791
Ryan Cabrera,3505562
Ryan Gosling,3856658
Ryan O'Shaughnessy,470155
Rybičky 48,1207856
Ryland James,55636
Ryoko Shinohara,389582
Ryokuoushoku Shakai,1041379
Ryota Fujimaki,3995062
Ryszard Rynkowski,431609
Rytmeklubben,70519
Rytmus,126951
Ryuji Imaichi,3954
RÜFÜS DU SOL,6949131
Régulo Caro,1681244
Rémy,5471760
Rén with the Mane,4188
Río Roma,749734
Ríó tríó,41345
Röya,151481
Röyksopp,17459
Rúnar Eff,5094
Rīgas Modes,1485
Rūta Loop,3448
RŮDE,1469
S Club 7,260108
S!sters,102687
S-Crew,419843
S-Pion,482282
S. Jibeng,12039
S.D.F,16665
S.H.E,600810
S.Pri Noir,3521024
S.T Sơn Thạch,5237
S1K,6397
S1mba,69014551
S4MM,10702
SAARA,1702807
SAFIA,15585
SAINT PHNX,1109310
SAINt JHN,980797058
SAL Soloman,1084
SALES,2713676
SALTI,10993
SALU,137499
SAMI,5919020
SAMMY & LESEN,101243
SAMSONS,28359862
SANARI,73777
SANNI,32613181
SARA,3369
SAYGRACE,156367
SB19,1019983
SBMG,6662122
SCH,119606934
SCRUBB,16801155
SDM,1163305
SDP,3843012
SECRET NUMBER,2106129
SEKAI NO OWARI,17068154
SEOHYUN,15467
SERIOUS BACON,13804
SERVED,18828
SEUNGRI,300729
SEVENTEEN,4729118
SFATAYIM,31109
SFB,11615341
SFDK,73419
SHAED,378884983
SHANGUY,12277836
SHAUN,72965889
SHE'S,608552
SHELOW,28054
SHINee,172841
SHISHAMO,8417430
SHRTY,17400
SHY Martin,5903247
SIN,386712
SINAN,1034946
SINI YASEMIN,4830916
SIRUP,1397131
SISTAR,35422
SIX60,78729382
SIXC (6 crazy),701423
SIYYU,101224
SJUR,12287020
SKAAR,931221
SKG,3237013
SKII6,7433
SKY-HI,17474
SKiNNY BARBER,77296
SL,2823445
SMC Lähiörotat,30443
SNBRN,30599
SNIK,14325456
SOB X RBE,40075809
SODA,202983
SOMI,11431390
SONNY,363062
SOYOU,1234797
SPACESPEAKERS,91300
SPITZ,42978269
SPiCYSOL,98634
SRNO,2951771
SRTW,1530159
SSIO,32560286
SSSól,3338
STEADY&CO.,48272
STEFAN,40103
STEIN27,7195505
STEREO,12851217
STIG,917701
STOR,7433761
STUK,654366
STUTS,17221
SUD,49187602
SUN (GR),3973
SUNMI,6665540
SUPER JUNIOR,263043
SUPER JUNIOR-D&E,27180
SUPER JUNIOR-K.R.Y.,5764
SURA,1237
SV Stallone,10686
SVEA,166657
SWF K1nG,7478
SXTEEN,742264
SXTN,20073732
SYML,2036289
SYRO,68992
SZA,70193472
SZK,864861
SaINt,3845
Saad Lamjarred,1262432
Saamoh,25914
Saara Aalto,2133959
Sabaton,738910
Sabela,290881
Sabina Ddumba,5353266
Sabine Moncler,12964
Sabrina Carpenter,54118342
Sabrina Claudio,2906
Sabyan,1723442
Sabyan Gambus,10871107
Sacal,10773
Sad Eye,97245
Sade,58200
Sadek,31564310
Sadon,3599
SafahMusic,234942
Safeplanet,19969603
Safiey Illias,571529
Safri Duo,19605
Sage The Gemini,100886836
Sagopa Kajmer,90751720
Sahara Hotnights,33244
Saian,57216
Said P.,39390
Saif Amer,3024386
Saif Nabeel,263773
Saint Etienne,1215
Saint Motel,41001
Sairas T,67948
Saiths,3771
Sakanaction,31206133
Sakis Rouvas,18985
Sakura Band,47729
Sakura Fujiwara,9635
Sakurako Ohara,170409
Salah Al Zadjali,18289
Saliboy,1883745
Salman Khan,40026
Salmo,433786561
Salvador Sobral,188940
Sam Feldt,360849721
Sam Fender,16040079
Sam Fischer,83127921
Sam Hui,8896
Sam Hunt,211461920
Sam Kim,600531
Sam Kneale,11069
Sam Lee,2672
Sam Martin,106494
Sam Rui,3801
Sam Smith,-959039835
Sam Sparro,135299
Sam The Kid,1563096
Samae Koskinen,165644
Samantha Jade,363065
Samantha Mumba,3499
Sambomaster,40137
Samer Elmedany,41712
Samey,1814263
Samir & Viktor,34941441
Samir Badran,659777
Sammi Cheng,5170031
Sammy & Falsetto,31256
Sammy Davis Jr.,167520
Sammy Sum,2620
Sampha,107895
Samppa Linna,34548
Samra,298073288
Samthing Soweto,87289
Samu Haber,7782250
Samuel,878558
Samuel Bath,12999
Samuel Daayata,8423
Samuel Deturo,34950
Samuel E. Wright,49745
Samuel Hernández,4726
Samuel Heron,179652
Samuel Lindon,18383
Samuele Bersani,44903
Samuli Edelmann,81539
Samuli Putro,228912
Samuray,56137
Samy y Sandra Sandoval,97819
San E,3056
San Holo,20294304
San Troki,6314
Sanam,425319
Sancak,11664363
Sandee Chan,4704
Sander van Doorn,21003
Sandra Hussein,9905
Sandra Lyng,382399
Sandrina,480256
Sandro Cavazza,5843793
Sandy Lam,56779
Sandy Reyes,1468
Sandy e Junior,282525
Sanfara,26120
Sangre Morena,1960
Sani,160261
Sanisah Huri,583215
Sanja Ilic & Balkanika,21146
Sanluis,16375
Sanna Nielsen,1224161
Sansa,7754
Sansar Salvo,1651278
Santa Cruz,7565
Santa Danelevica,15888
Santaferia,89891962
Santana,66788
Santesh,55828
Santiago Cruz,552654
Santiz,3923087
Sapir Saban,1074
Sara Bareilles,135233
Sara Farell,91722
Sara Hartman,5849
Sara Siipola,237458
Sarah Close,52968
Sarah Connor,39961603
Sarah Dawn Finer,4364703
Sarah Geronimo,38745142
Sarah Klang,37431
Sarah Lombardi,6158762
Sarah McLachlan,2517093
Sarah McTernan,25357
Sarah Suhairi,1022931
SarahStiltner,94277
Sarahchess Traugott,4366
Sarek,122633
Sarhad,996647
Sarit Avitan,5042
Sarit Hadad,54782
Sarita Lorena,78575
Sarius,2785793
Sarsa,3542585
Sartiboy,13122
Sasha Sloan,3154941
Saske,6290901
Satra B.E.N.Z.,51507
Saucy Dog,2787528
Saul,1871432
Saulės Kliošas,2025
Savage Garden,546639
Saveus,492888
SawanoHiroyuki[nZk]:mizuki,5207
Saweetie,70040364
Sayuri,56189
ScHoolboy Q,200041784
Scandinavian Music Group,51737
Scarface,505508
Scarlet Pleasure,20850874
Scatterface,5994
Scene Writers,2701
Schubi AKpella,874964
Schuster,485793
Schwesta Ewa,139551
Scissor Sisters,89677
Scooby072,1814052
Scooter,66071
Scot Rula,1093
Scott Helman,65752
Scott Storch,1135494
ScottHall41,3187
Scouting For Girls,9252934
Screamerboys,7307
Screamin' Jay Hawkins,248027
Scridge,4573079
Sea,48871
Sean Banan,397061
Sean Dhondt,505662
Sean Kingston,73666
Sean Paul,616992
Season Five,5584536
Sebastian,3409
Sebastian Cerrato,1100
Sebastian Riedel,26159
Sebastian Stakset,109597
Sebastian Walldén,4015383
Sebastian Yatra,490782794
Sebastian Zalo,18763
Sech,147807136
SecondT3,171743
Secondcity,109219
Secondhand Serenade,7562026
Secta,22766
Sedef Sebüktekin,2026324
SeeS,8641
Seedy,12319
Seeed,21236580
Seezy,133817
Seffelinie,38872
Sefo,8310486
Seiho,3810
Seiko Matsuda,1449
Seiler und Speer,2961849
Seinabo Sey,1824567
Seizur,66299
Seksendört,6012030
Seksikäs-Suklaa,534338
Selah Sue,61568
Selena Gomez,-1902351126
Selina,64432
Selma Björnsdóttir,2530
Selma Omari,604125
Sem Thomasson,2925
Semisonic,25972
Sena Şener,18796095
Senidah,202167
Senleja,2061
Senna Gammour,1431570
Sennek,157714
Sensey,123307
Seorsia,1142
Separ,2223001
Seppe & Gama,7411
September,218943
Serbako,2388
Serdar Ortaç,1307815
Serena,1989234
Sergei Barracuda,624443
Sergey Lazarev,233905
Sergio,27428
Sergio Contreras,28686025
Sergio Denis,168302
Sergio Sylvestre,1157866
Sergio Vargas,25310
Serhat,74036
Serhat Durmus,2927919
Serkan Kaya,27504
Serlina,273592
Sero El Mero,31992726
Sertab Erener,11957797
Server Uraz,500961
Serú Girán,80565
Sestā Jūdze,3633
Seven Kayne,18842454
Seven Qi,13640
Seventeen,5649006
Severina,3781
Sevn Alias,53768657
SexMasterka,7840
Sexmane,697632
Seyed,195240
Sezairi,550468
Sezen Aksu,41272384
Seçil Gür,26775
Señor Loop,87237
Sfera Ebbasta,309662577
Sha Sha,1076917
Shaa,15295
Shaarib Toshi,54938
Shablo,29103492
Shad,3938
Shade,93304637
Shado M,13042
Shadow Blow,28176
Shadow Mcloud,3654
Shadya Lan,290498
Shaggy,484735
Shahid Mallya,6088
Shahyn,334054
Shaked Komemy,61614
Shakin' Stevens,115827162
Shakira,365446267
Shakka,23731759
Shalom Hanoch,7780
Shamma Hamdan,38084
Shane Cao,4333
Shane Eagle,48981
Shania Twain,7030429
Shannon K,34471
Shannon Purser,7314
Shanon,1002
Shanti Dope,56334474
Shapeshifter,62344
Sharief,131191
Sharikaaokayo'neill,63362
Sharmoofers,4129
Sharon Kwan,69138
Sharon Shannon,6269
Sharon Van Etten,11617
Sharon West,3935
Shawn Mendes,-1581808220
Shay,6727284
Shay Gabso,3352
Shayfeen,104786
Shaylee Atary,2392
Shaymaa Sulaiman,14485
She & Him,2033
Sheck Wes,842992222
Sheen & Jickson,698044
Sheena Ringo,13647870
Sheffield,538160
Sheila On 7,97932190
Shelley FKA DRAM,94894115
Shelow Shaq,52159
Shenseea,23664
Sheppard,13956920
Sherine,635487
Sherman Chung,10479
Sherol Dos Santos,422548
Sheryl Shazwanie,166765
Sheryl Sheinafia,2034610
Sheuria,3776
Shi Shi,2776895
ShiGGa Shay,12181
Shia Bauk,7579
Shiga Lin,1728285
Shila Amzah,1014900
Shin,65885
Shin Rizumu,10939
Shindy,201814895
Shino Lin,5613
Shio,10521
Shion Iser,3810
Shir Levi,1099
Shira,6968
Shiri Maimon,3449
Shirin David,177832516
Shiritsu Ebisu Chugaku,4742
Shirley Chen,24068909
Shirley Kwan,2650
Shiva,131987248
Shiyu,3204
Shizzle Dizzle,2811
Shlomi Saranga,2200
Shlomi Shabat,2146
Shlomo Artzi,2262366
Shlump,20140
Sho Madjozi,239424
Shock Elias,153329
Shola Ama,78142
Shooter Gang,4449705
Shordie Shordie,12363017
Shorta Kigger,268144
Shota Shimizu,39769608
Shouse,418030
Shout Out Louds,22916
Show Luo,332487
ShowtimeKwan,6888
Shreya Ghoshal,5921285
Shu-Bi-Dua,2128487
Shula Chen,2554
Shuli Rand,4167
Shunji Itani,64633
Shunza,20134
Shuta Sueyoshi,1114526
SiR,3123502
Sia,284774502
Sibel Can,217499
Siboy,4713829
Sid Sriram,9339138
Side Baby,16864032
Sidecars,7217692
Sidemen,1248146
Sidhu Moose Wala,1853387
Sidhu Moose Wala featuring The PropheC,797471
Sido,87265831
Sidoka,18957735
Siemacha,91684
Sierra,16334484
Siff,56845
Sigala,217491
Sigga Ózk,1277
Sigma,91813
Sigmund,7727
Sigrid,53149725
Sigrid Bernson,2391578
Sigríður Beinteinsdóttir,48952
Silence Wang,7806
Silence2001,26142
Silent Sanctuary,77428722
Siles,16111
Silly Fools,2526260
Silva,16665955
Silvana Imam,115150
Silverchair,19755
Silvestre Dangond,9794538
Silvia Infantas Y Los Condores,107203
Silvy,67676
Sima,1123176
Simge,38342071
Simmy,44980
Simon Samaeng,10129
Simone,199259
Simone & Simaria,78212291
Simone Cristicchi,1823604
Simone Emilie,7815
Simple Minds,501350
Simply Red,51199
Simran Kaur Dhadli,190494
Simsey,3568346
Sin Bandera,2453922
Sin Boy,8414958
Sinan Kayabaşı,26401
Sinan-G,3723845
Sinds,138384
Sinead Harnett,25816
Singapūras Satīns,163860
Singer Dr. B...,6281
Singga,32702
Singto Numchok,1503278
Sini Sabotage,166701
Sinterklaasliedjes,444769
Sinéad O'Connor,11045
Sipo,347675
Sippinpurpp,5316918
Sip€lga 14,36786
Sir Alixandir,3450
Sir Scratch,4891
Sirius,163342
Sirpoppa,152124
Sirra,7928
Sirvan Khosravi,43170
Sisir Tanah,98711
Sisqo,57656
Sissel,9153
Sisters On Wire,165944
Sita Chan,142747
Sitek,419791
Siti Badriah,6971210
Siti Nordiana,216742
Sitti,2964281
Sivas,24782146
Sixpence None The Richer,1026217
Sjaak,126277
Sjava,74997
Sjöroos & Vesala,38084
Ska-P,28614
Skaldowie,344437
SkandaU,169372
Skandaali,443626
Skank,18704766
Skardu,15918
Skegss,101430
Skei & PT,22462
Skepta,6742626
Ski Mask The Slump God,377715071
Skinny Days,127032
Skinnyfabs,13328248
Skinz,24523971
Skip the Use,73510
Skrillex,97220
Skusta Clee,44371196
Skwor,1954184
Skye,149773
Skylar Grey,14788524
Skyler Ridzer,50085
Skítamórall,112269
Skólafélag MR,2240
Slackjoint,4856
Slade,21091755
Slank,10485
Slavik,3307204
Sleepy John,1025
Sleiman,6277049
Slender2003,29986
Slim Mill,262264
Slimane,588957
Slimso,37030
Slipknot,12914973
Slogan,501113
Slot Machine,36400
Slovak National Symphony Orchestra,124134
Slow J,10348619
Slue,2023
Slur,8108
Slza,22918
Smack,138428
Small Lonely,62063
Smallx,6978
Smash Mouth,6810252
Smilers,17113
Smith & Burrows,172207
Smith & Thell,28749863
Smokepurpp,56355724
Smolasty,2817561
Smuggler,73176
Snakehips,1737133
Snarri,2532
Sneakbo,54518
Sneazzy,1954086
Snelle,158944072
Sniglabandið,230441
Snipe,2990631
Snoh Aalegra,34231
Snollebollekes,3329432
Snook,235304
Snoop Dogg,778132
Snor,278909
Snotkop,138105
Snow Boyz,20253
Snow Dept.,27498
Snow Patrol,22673643
Snowstorm,290265
Snuffi,49676
So Solid Crew,41431
Sobel,785648
Social House,45017459
Soda Stereo,68620435
Sodagreen,2139764
Sodré,661008
Sofi Tukker,18354517
Sofia Carson,99332
Sofia Ellar,87992
Sofia Källgren,143242
Sofia Tornambene,1737011
Sofiane,28080195
Soft Cell,186116
Soft Lipa,14709
Sofía Reyes,577630057
Soge Culebra,83169
Sokrat St,2781624
Sokół,6152790
Sol Calor,23808
Sol y Lluvia,499111
Solange,10291722
Solange Almeida,19780607
Solar,624736
Solarkreis,33424
Soleima,12795
Solguden & Mannen,323098
Solo Ansamblis,141563
Somewhere to Call Home,2271
Somkiat,323082
Son Feci Bisiklet,1358384
Son Tentacion,7168
Son Tuyen,21941
SonaOne,40850
Sondia,95850
Sondr,2097671
Sondre Justad,13356512
Soner Sarıkabadayı,18228894
Song Ga In,233463
Songkarn Rangsant,39096
Sonideros de MEX USA,2176999
Sonido Cristal,8335
Sonido De La Costa,64441
Sonja Aldén,1002452
Sonny,18207
Sonny Alven,34380
Sonny Rollins,1119
Sonoko Inoue,155197
Sonora 5 Estrellas,106631
Sonora Malecón,132348
Sonora Palacios,281436
Sons Of Funk,10704
Sons Of Zion,11518958
Soo Wincci,106573
Soobin Hoang Son,1481468
Soolking,55555828
Soph,11219
Sophie Elise,1737727
Sophie Ellis-Bextor,84349
Sophie Francis,1481812
Soppgirobygget,14792672
Soprano,43668651
Soraia Ramos,4108
Sordal,131496
Sorriso Maroto,7698749
Soso Maness,11973178
Sossa,6803
Souf,1183647
Souff,95865
Soufian,200711
Soufiane Eddyani,7038924
Soul After Six,5353
Soul System,37198
SoulChef,1306
Soulja Boy,19632
Soulstice,13011853
Soulwave,2015
Sound Of Legend,441017
Soundwave,326962
Soushi Sakiyama,13584
South Border,56872029
Spacey Jane,68258
Sparksi,20550
Speak,2029
Spekti,11630726
Spice Girls,2995324
Spiff TV,93833
Spike,1637850
Spirituals & Gospel Singers,86680
Spoegwolf,83197
Spoky1911,1228
Sponge Cola,154300
SpongeBOZZ,592975
Spookey Ruben,4246
Spoon,2730
Sputnik,34444
Squeezie,217759
Srbuk,25706
Srene,53743
Stabil,3180522
Stam1na,1531407
Stamp,21527054
Stan,40419
Stan Kenton,16276697
Stan Walker,3249134
Stanaj,49715491
Stanisław Soyka,826045
Stard Ova,54491
Stargate,137189
Starley,287533617
Stars and Rabbit,639263
State of Sound,2205537
Static & Ben El,1913762
Stavangerkameratene,10803719
Stay Flee Get Lizzy,2079176
StaySolidRocky,201033057
Staysman & Lazz,1025149
Stealers Wheel,90287
Stebin Ben,178313
Steel Banglez,57463956
Steerner,208329
Stefan Hjort,56798
Stefan Hrusca,17841
Stefania,29366
Stefanie Sun,6017997
Stefflon Don,1649913
Stefán Hilmarsson,99296
Stein Berge,861941
Stelair,2224
Stella,116645
Stella Huang,5169
StellaWhalen,15820
Stepa,26158
Stephane Legar,953361
Stephanie Cheng,2836392
Stephanie Ho,221325
Stephanie Nash,2924
Stephanie Poetri,69461669
Stephannesssdkir Bergmann,6399
Stephen Puth,1707769
Stephen Speaks,14412322
StephenFlint24,3237
Stephy Tang,49832
Steps,97275
Stepz,17668411
Stereo Luchs,7042
Stereophonics,195145
Steve Aoki,110206922
Steve Chou,33595
Steve Kroeger,38552
Steven Halpern,17586
Steven Kingjjuon,9234
Steven Moooppenheimer,38753
Stevie Ann,49431
Stevie Wonder,38668006
Stevie Wright,91824
Sticky Fingers,9627697
Sticky Rice,32937
Stiftelsen,887617
Stig Dogg,331842
Stiko Per Larsson,17785
Still Fresh,5749494
Still Woozy,245783
Stillaround,47377
Stina Talling,8911157
Stine Bramsen,10323
Sting,28949
Sto zvířat,276359
Stockholms Gosskör,27268
Stokoff,1226
Stolen Beat,72831
Stone Heart,23273
Stoney Bull,1087
Stoondio,32214
Stormy,658509
Stormzy,522611617
Strange Imagining,12791
Strapo,94601
Stray Kids,4003314
Street Rappers,6346728
Stromae,509997
Stubete Gäng,35761
Studio Killers,970423
Stunna 4 Vegas,16185358
Stupeflip,239216
Stupid Goldfish,2555
Sturla Atlas,537770
Stuðkompaníið,186374
Stuðmenn,259676
Styl Mo,30491
Style,228420
StzCorp,2478
Su Presencia,4788
SuRie,88616
Sub Focus,3690194
Sub Urban,11886597
Sublime,406548
Suboi,104442
Subsonica,66701
Suchmos,4230090
Sudden Lights,8856
Sue,30866
Sueco,4353910
Suede,3396
Sufi Rashid,134518
Sufian Suhaimi,8666577
Sufjan Stevens,46839
Sufle,615675
Sugababes,139263
Sugar MMFK,2980645
Sugarland,1329257
Suikon Blaz AD,334524
Sukhwinder Singh,12889
Sukima Switch,25605273
Sukkerchok,22432
Sulman Sako,1465
Sultan El Omani,575320
Sum 41,124467
Suming,19605
Summer Cem,335144612
Summer Lei,4427
Summer Walker,131786831
SummerFoster,76541
SummerWish,20661
Sun Diego,20244029
Sun Rai,497681
SunCity,233103
Sunloverz,11365
Sunny Day Service,137987
Sunrise Avenue,1086018
Sunset Bros,201640
Sunset Rollercoaster,65609
Sunset2002,17474
Sunstroke Project,648959
Supa Squad,6178721
Super Sako,1335332
SuperM,11664999
Superfly,25369189
Supergaande,2988381
Superorganism,42999
Supersub,16306
Supper Moment,7607261
Sura İskenderli,18289754
Surf Mesa,303737491
Surfaces,544294674
SuriBeats,214768
Suro Solar & Camila Recabarren,39021
Survive Said The Prophet,1163
Survivor,262748
Survivors,2503
Susan Boyle,486088
Susan Ochoa,26510
SusanCarter,33336
SusanMiller,59032
Susanne Sundfør,97704
Sushi x Kobe,23982
Suspekt,22535305
Susumu Hirasawa,5941
Suur Papa,131993
Suurlähettiläät,8891
Suvi Teräsniska,3665283
Suzan & Freek,92868468
Suzanne Paalgard,14372
Suzi,1315999
Suzi P,196428
Sval,134201
Svala,142714
Svanhildur Jakobsdóttir,84521
Svante Thuresson,133503
Sven-Bertil Taube,146926
Sven-Ingvars,189951
Sverrir Bergmann,13230
SviMA,12991
Svingenkoret,2117895
Swae Lee,53042181
Swarmz,9070425
Swaroop Khan,15754
Sweat16!,5161
Swedbank koris,3274
Swedish House Mafia,224157
Sweet,4763
Sweet California,16448
Sweet Female Attitude,389434
Sweet Mullet,34497
Sweetsound,1468
Sweety,2839
Swinging Dudes,7577
Syakir Daulay,485678
Syamel,605592
Sylver,86598
Sylvester,51074
Sylvia Catz,1425
Sylvia Landers,28637
Sylvia Ratonel,18172
Sylwia Grzeszczak,13758
Symba,16577944
Synapson,303938
Synbby,7951
Sys Bjerre,86938
System Of A Down,146737
Szabó Benedek és a Galaxisok,1398
Szakács Gergő,3302
Szpaku,33758261
Sálin hans Jóns míns,352214
Säkert!,58390
Séra Bjössi,3222884
Södra Station,32945
Søren Poppe,49441
Søs Fenger,434982
Sıla,20209375
Sławomir,434021
Sơn Tùng M-TP,4100149
T Team,187110
T-Bone and Grandpa-E,15168
T-Pain,9915
T-Roy Aka Reezy,2490
T. Danny,852488
T. McCrae,22455
T.I.,737373
T.Love,11335
T.O.T,8323
T.R.I,2696
T2,388139
T2R,1456070
TAAR,1163
TAEMIN,27573
TAEYANG,222872
TAEYEON,9218468
TAEYONG,124517
TAL,63587
TANK 呂建忠,1295916
TAY,5775837
TCTS,60401
TEEKS,53960
TEEN TOP,15837
TEN,2860
TERRA,3250
TGD,310769
THE BOOM,228569
THE OLD ISE,215694
THE ORAL CIGARETTES,127947
THE PACES,6430
THE RAMPAGE from EXILE TRIBE,128318
THE ROOP,644534
THE RUBE,15182
THE YELLOW MONKEY,69225
THEMBA,1086
THEY.,19965
THREE1989,5234
TIKA,15392
TINA LTT,36325
TINI,10710174
TIPPA,10076143
TIX,68454861
TJ Monterde,16255173
TJ_beastboy,7766509
TK,158863
TK from Ling tosite sigure,173431
TKX,2645
TLC,14724995
TLDK,341582
TM NETWORK,422504
TNS,159149
TNT,6971
TOKYO’S REVENGE,96726178
TOMGIRL,3484
TOMORROW X TOGETHER,17895413
TOOL,26857365
TOOMANYLEFTHANDS,31322
TOQUEL,13393944
TOR Saksit,3477350
TOSSAKAN,14933
TOTO,459909512
TRINITY,235733
TRISHES,1133
TRXD,2852858
TVTwixx,37503
TVXQ!,1070
TWICE,252830831
TYSM,18433
Tabaré Cardozo,3359
Tabb And Sound`N`Grace,437729
Tabitha,9201325
Tabitha Nauser,88623
Taburete,27581514
Taco Hemingway,93232438
Tagtraeumer,32970
Tahribad-ı İsyan,15735706
Tai Orathai,10544
Taichi Mukai,348025
Taif,11859
Tainy,546888819
Taio Cruz,308193
Tajul,648692
Takagi & Ketra,5871016
Takako Matsu,14159
Take That,190553
Takeoff,43843793
Takida,190218
Taladro,429766
Talento de Barrio,46822
Tali,3078
Talisman,2889
Talitha.,328145
Tamara Todevska,60343
Tambó Tambó,211563
Tame Impala,263735807
Tameem Youness,434495
Tamer Ashour,333008
Tamer Hosny,320671
Tamia,26333
Tamino,11309
Tamio Okuda,4639
Tamta,1454728
Tamuz,1112
Tan Sri P. Ramlee,667676
Tan Taşçı,305453
